"","retention","school_MS","sex_M","age","address_U","famsize_LE3","Mjob_health","Mjob_other","Mjob_services","Mjob_teacher","Pstatus_T","Medu","Fedu","internet_yes","schoolsup_yes","famsup_yes","paid_yes","activities_yes","romantic_yes","traveltime","studytime","failures","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"617",0,1,1,18,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,2,1,0,3,3,2,1,2,3,2,14,13,14
"618",1,1,0,18,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,2,3,0,5,3,2,1,1,4,0,19,17,18
"619",1,1,0,18,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,3,2,0,4,3,4,1,4,5,0,16,15,15
"620",1,1,0,18,1,0,0,0,1,0,1,3,3,1,0,1,0,0,1,2,2,0,4,3,2,1,3,3,6,13,12,13
"621",1,1,0,17,1,1,0,0,0,0,1,4,4,1,0,1,0,1,1,1,2,0,2,3,4,1,1,1,4,15,14,15
"622",1,1,0,17,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,2,0,3,2,2,1,2,3,0,13,13,13
"623",1,1,1,18,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,2,2,0,3,3,4,2,4,3,0,8,10,9
"624",1,1,1,18,1,1,0,0,0,1,1,4,4,1,0,0,0,0,1,2,3,0,4,2,2,2,2,5,0,15,16,16
"625",1,1,0,17,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,3,1,1,5,2,1,1,2,1,0,8,8,9
"626",0,1,0,18,1,0,0,0,0,0,1,2,3,1,0,1,0,0,1,2,1,0,5,2,3,1,2,4,0,10,10,10
"627",1,1,0,18,0,0,0,1,0,0,1,4,4,1,0,1,0,0,1,3,2,0,3,2,2,4,2,5,0,7,5,0
"628",1,1,1,18,0,1,0,0,0,0,1,1,2,1,0,1,0,1,1,3,1,0,4,3,3,2,3,3,3,9,10,10
"629",0,1,0,17,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,1,3,0,3,4,3,1,1,3,8,10,11,12
"630",1,1,0,17,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,1,1,0,3,5,5,1,3,1,4,7,8,9
"631",1,1,0,18,0,1,0,1,0,0,1,4,4,1,0,0,0,0,0,2,3,0,5,4,4,1,1,1,0,15,17,17
"632",1,1,0,18,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,4,3,0,4,3,2,1,2,4,4,10,11,12
"633",1,1,0,19,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,2,2,1,4,3,3,1,1,3,4,7,8,9
"634",1,1,0,18,0,1,0,0,0,1,1,4,4,1,0,0,0,1,0,1,2,0,5,4,3,3,4,2,1,13,14,14
"635",0,1,0,18,1,0,0,1,0,0,1,3,3,1,0,0,0,0,1,1,2,0,4,1,3,1,2,1,1,16,16,16
"636",1,1,0,17,0,0,0,0,0,0,1,3,1,1,0,1,0,1,0,1,2,0,4,5,4,2,3,1,10,8,9,9
"637",1,1,1,18,1,0,0,0,0,1,1,4,4,1,0,0,0,1,0,1,2,0,3,2,4,1,4,2,4,17,18,19
"638",0,1,1,18,0,0,0,1,0,0,1,2,1,1,0,0,0,1,1,2,1,0,4,4,3,1,3,5,0,7,7,0
"639",1,1,1,17,1,0,0,1,0,0,1,2,3,1,0,0,0,1,0,2,2,0,4,4,3,1,1,3,4,14,15,16
"640",1,1,1,19,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,4,3,2,1,3,5,0,5,8,0
"641",1,1,1,18,0,0,0,1,0,0,1,4,2,0,0,0,1,0,0,2,1,1,5,4,3,4,3,3,0,7,7,0
"642",1,1,0,18,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,3,0,5,3,3,1,3,4,0,14,17,15
"643",1,1,0,17,1,0,0,0,0,1,1,4,3,1,0,0,0,0,0,2,2,0,5,5,4,1,1,1,0,6,9,11
"644",1,1,0,18,0,0,0,0,0,1,1,4,4,1,0,1,0,1,1,3,1,0,4,4,3,2,2,5,4,7,9,10
"645",1,1,0,19,0,0,0,0,1,0,1,2,3,1,0,0,0,1,0,1,3,1,5,4,2,1,2,5,4,10,11,10
"646",1,1,0,18,1,1,0,0,0,1,1,3,1,1,0,1,0,0,0,1,2,0,4,3,4,1,1,1,4,15,15,16
"647",1,1,0,18,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,2,2,0,1,1,1,1,1,5,6,11,12,9
"648",1,1,1,17,1,1,0,0,1,0,1,3,1,1,0,0,0,0,0,2,1,0,2,4,5,3,4,2,6,10,10,10
"649",1,1,1,18,0,1,0,0,1,0,1,3,2,1,0,0,0,0,0,3,1,0,4,4,1,3,4,5,4,10,11,11
